id,Organisation,Department
357,Ministry of Road Transport and Highways,S and R-Bridges-Setubhartam - MoRTH
357,Ministry of Road Transport and Highways,Bharatmala Pariyojana and Special Projects (BPSP) Cell - MoRTH
357,Ministry of Road Transport and Highways,MVL - MoRTH
357,Ministry of Road Transport and Highways,Road Saftey-Delhi - MoRTH
357,Ministry of Road Transport and Highways,Land Acquisition (LA) - MoRTH
357,Ministry of Road Transport and Highways,Special Project Zone(SPZ)-Delhi - MoRTH
358,HIGH COURT OF ORISSA,Odisha Judicial Academy
359,Department of Transport,Director State Transport
359,Department of Transport,Pepsu Road Transport Corporation Patiala
359,Department of Transport,State Transport Commissioner
360,IDCO,IDCO
361,Department of Water Resources,Department of Water Resources
361,Department of Water Resources,Punjab Water Resources Management and Development Corporation
361,Department of Water Resources,Punjab Water Regulation and Development Authority
362,Municipal Bodies,Malkangiri Municipal Council
362,Municipal Bodies,Bhubaneswar Municipal Corporation
362,Municipal Bodies,Gudari NAC
362,Municipal Bodies,Cuttack Municipal Corporation
362,Municipal Bodies,Jatni Municipal Council
362,Municipal Bodies,Jeypore Municipality
362,Municipal Bodies,Nabarangpur Municipality
362,Municipal Bodies,Balasore Municipality
362,Municipal Bodies,Puri Municipality
362,Municipal Bodies,Jajpur Municipality
362,Municipal Bodies,Nilgiri NAC
362,Municipal Bodies,Sonepur Municipal Council
362,Municipal Bodies,Vyasanagar Municipality
362,Municipal Bodies,Kuchinda NAC
362,Municipal Bodies,Kashinagar NAC
362,Municipal Bodies,Khordha Municipality
362,Municipal Bodies,Gopalpur NAC
362,Municipal Bodies,Dhenkanal Municipality
362,Municipal Bodies,Dharmagarh NAC
362,Municipal Bodies,Talcher Municipal Council
362,Municipal Bodies,Chandbali NAC
362,Municipal Bodies,Ganjam NAC
362,Municipal Bodies,Sundargarh Municipality
362,Municipal Bodies,Kendrapara Municipality
362,Municipal Bodies,Khandapara NAC
362,Municipal Bodies,Soro Municipality
362,Municipal Bodies,Rayagada Municipality
362,Municipal Bodies,Joda Municipality
362,Municipal Bodies,Angul Municipality
362,Municipal Bodies,Purushottampur NAC
362,Municipal Bodies,Jharsuguda Municipality
362,Municipal Bodies,Sambalpur Municipal Corporation
362,Municipal Bodies,Banpur NAC
362,Municipal Bodies,Ranpur NAC
362,Municipal Bodies,Gunupur Municipal Council
362,Municipal Bodies,Redhakhol NAC
362,Municipal Bodies,Hindol NAC
362,Municipal Bodies,Konark NAC
362,Municipal Bodies,Bijepur NAC
362,Municipal Bodies,Paradeep Municipality
362,Municipal Bodies,Jaleswar Municipal Council
362,Municipal Bodies,Pipli NAC
362,Municipal Bodies,Brajrajnagar Municipality
362,Municipal Bodies,Hinjilicut Municipal Council
362,Municipal Bodies,Remuna NAC
362,Municipal Bodies,Kabisuryanagar NAC
362,Municipal Bodies,Brahmapur Municipal Corporation
362,Municipal Bodies,Balliguda N.A.C
362,Municipal Bodies,Kamakhyanagar NAC
362,Municipal Bodies,Balugaon NAC
362,Municipal Bodies,Bargarh Municipal Council
362,Municipal Bodies,Banki NAC
362,Municipal Bodies,Bhadrak Municipality
362,Municipal Bodies,Balangir Municipality
362,Municipal Bodies,Tarbha NAC
362,Municipal Bodies,Chatrapur NAC
362,Municipal Bodies,Choudwar Municipality
362,Municipal Bodies,Chikiti NAC
362,Municipal Bodies,Koraput Municipality
362,Municipal Bodies,Udala NAC
362,Municipal Bodies,Polasara NAC
362,Municipal Bodies,Basudevpur Municipality
362,Municipal Bodies,Birmitrapur Municipality
362,Municipal Bodies,Boudhgarh NAC
362,Municipal Bodies,Bhawanipatna Municipality
362,Municipal Bodies,Kantabanji NAC
362,Municipal Bodies,Attabira NAC
362,Municipal Bodies,Nimapara NAC
362,Municipal Bodies,Deogarh Municipal Council
362,Municipal Bodies,Champua NAC
362,Municipal Bodies,Parlakhemundi Municipal Council
362,Municipal Bodies,Bhuban NAC
362,Municipal Bodies,Rairangpur NAC
362,Municipal Bodies,Anandapur Municipal Council
362,Municipal Bodies,Rajgangpur Municipality
362,Municipal Bodies,G.Udayagiri NAC
362,Municipal Bodies,Barpali NAC
362,Municipal Bodies,Baripada Municipality
362,Municipal Bodies,Binka NAC
362,Municipal Bodies,Barbil Municipality
362,Municipal Bodies,Belpahar Municipal Council
362,Municipal Bodies,Pattamundai Municipality
362,Municipal Bodies,Kesinga NAC
362,Municipal Bodies,Balimela NAC
362,Municipal Bodies,Umerkote Municipality
362,Municipal Bodies,Daspalla NAC
362,Municipal Bodies,Surada NAC
362,Municipal Bodies,Junagarh NAC
362,Municipal Bodies,Patnagarh NAC
362,Municipal Bodies,Kodala NAC
362,Municipal Bodies,Digapahandi NAC
362,Municipal Bodies,Phulbani Municipality
362,Municipal Bodies,Jagatsinghpur Municipality
362,Municipal Bodies,Aska NAC
362,Municipal Bodies,Buguda NAC
362,Municipal Bodies,Nayagarh Municipality
362,Municipal Bodies,PADAMPUR NAC
362,Municipal Bodies,Titilagarh Municipality
362,Municipal Bodies,Odagaon NAC
362,Municipal Bodies,Karanjia NAC
362,Municipal Bodies,Athgarh NAC
362,Municipal Bodies,Athmallik NAC
362,Municipal Bodies,Sunabeda Municipal Council
362,Municipal Bodies,Khallikote NAC
362,Municipal Bodies,Keonjhargarh Municipal Council
362,Municipal Bodies,Tusura NAC
362,Municipal Bodies,Nuapada NAC
363,IHQ of MoD (Army)-(OSCC),Eastern Comd-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),Western Comd-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),Southern Comd-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),AREA HQ-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),MGO BR-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),ARTRAC-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),Northern Comd-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),Central Comd-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),DGAFMS-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),South Western Comd-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),DCOAS(IS and T)-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),QMG BR-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),E-IN-C BR-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),TRG CENTRES-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),OTHERS-IHQ of MoD (Army)-(OSCC)
363,IHQ of MoD (Army)-(OSCC),VCOAS-IHQ of MoD (Army)-(OSCC)
364,Ministry of Shipping,Paradip Port Trust
364,Ministry of Shipping,Ennore Port Limited (A Mini Ratna Govt of India Undertaking)
364,Ministry of Shipping,Dredging Corporation of India Limited
365,Mormugoa Port Trust,Mechanical Engineering Department
365,Mormugoa Port Trust,Civil Engineering Department
365,Mormugoa Port Trust,"Finance Department,MPT"
365,Mormugoa Port Trust,Marine Department
365,Mormugoa Port Trust,General Administration Department
365,Mormugoa Port Trust,Medical Department
366,Mumbai Port Trust,Civil Engineering - MBPT
366,Mumbai Port Trust,Marine - MBPT
366,Mumbai Port Trust,Welfare - MBPT
366,Mumbai Port Trust,Mechanical and Electrical Engineering - MBPT
366,Mumbai Port Trust,Business Development Cell - MBPT
366,Mumbai Port Trust,EDP - MBPT
366,Mumbai Port Trust,Medical - MBPT
366,Mumbai Port Trust,Traffic - MBPT
366,Mumbai Port Trust,General Administration and Human Resource - MBPT
366,Mumbai Port Trust,Estate - MBPT
367,"National Aluminium Company Limited,NALCO",NALCO-Smelter Division-Angul
367,"National Aluminium Company Limited,NALCO",NALCO-Kolkata Marketing Office
367,"National Aluminium Company Limited,NALCO",NALCO-Vizag Port Facility
367,"National Aluminium Company Limited,NALCO",NALCO-Alumina Division-Damanjodi
367,"National Aluminium Company Limited,NALCO",NALCO-CPP Division-Angul
367,"National Aluminium Company Limited,NALCO",NALCO-Corporate Office-Bhubaneswar
367,"National Aluminium Company Limited,NALCO",NALCO-Mines Division-Damanjodi
368,National Book Trust-India-Dept of Higher Education,Head Quarters - NBT
369,National Council of Science Museums,HQ-Kolkata - NCSM
369,National Council of Science Museums,BITM-Kolkata - NCSM
369,National Council of Science Museums,Nehru Science Centre-Mumbai - NCSM
369,National Council of Science Museums,National Science Centre-New Delhi - NCSM
369,National Council of Science Museums,Science City-Kolkata - NCSM
369,National Council of Science Museums,VITM-Bengaluru - NCSM
369,National Council of Science Museums,North-East Zone - NCSM
370,National Handloom Development Corporation Ltd,NULL
371,Governance Reforms,Department of Governance Reforms
371,Governance Reforms,Punjab State e-Governance Society
372,Punjab Agricultural University,PAU - Ludhiana
373,National Highways and Infrastructure Development Corporation,Corporate Office-New Delhi - NHIDCL
374,Water Supply and sanitation,Department of Water Supply and Sanitation
375,"National Institute of Food Technology, Entrepreneurship and Management, Thanjavur (NIFTEM-T)",NULL
376,National Institute of Rural Development-MoRD,NIRD-Hyderabad
376,National Institute of Rural Development-MoRD,NIRD-North Eastern Regional Centre-Guwahati
377,National Institute of Technology Agartala,Purchase Section - NIT Agartala
377,National Institute of Technology Agartala,Purchase  Section - NIT Agartala
378,National Institute of Technology Calicut,Engineering Unit 1 - NIT Calicut
378,National Institute of Technology Calicut,Store and Purchase General - NIT Calicut
378,National Institute of Technology Calicut,Project - NIT Calicut
379,Haryana Board Corporation,HUDA
379,Haryana Board Corporation,Haryana SugarFed
379,Haryana Board Corporation,HUDCO
379,Haryana Board Corporation,CADA
379,Haryana Board Corporation,Haryana State Agricultural State Marketing Board
379,Haryana Board Corporation,Hry Dairy Dev Coop Fed Ltd
379,Haryana Board Corporation,UHBVNL
379,Haryana Board Corporation,HPGCL
379,Haryana Board Corporation,Haryana Tourism Corporation
379,Haryana Board Corporation,DHBVN
379,Haryana Board Corporation,HARTRON
379,Haryana Board Corporation,HSSPP Panchkula
379,Haryana Board Corporation,Haryana State Warehousing Corporation
379,Haryana Board Corporation,HVPNL
379,Haryana Board Corporation,Haryana Forest Development Corporation Limited
379,Haryana Board Corporation,Haryana Police Housing Corporation
379,Haryana Board Corporation,Haryana Agro Industries Corporation Limited
379,Haryana Board Corporation,HSIIDC
379,Haryana Board Corporation,Haryna Rail Infrastructure Development Corporation
379,Haryana Board Corporation,Haryana State Corporative pex Bank ltd.
379,Haryana Board Corporation,Chief Engineer Housing Board Haryana
379,Haryana Board Corporation,DITS
379,Haryana Board Corporation,Haryana Livestock Develpment Board
379,Haryana Board Corporation,Haryana Medical Services Corpn Ltd
379,Haryana Board Corporation,HAFED
379,Haryana Board Corporation,Haryana Mass Rapid Transport Corporation Ltd
379,Haryana Board Corporation,Kurukshetra Development Board
379,Haryana Board Corporation,Fatehabad Central Cooperative Bank Ltd
379,Haryana Board Corporation,Indian Red Cross Society
379,Haryana Board Corporation,Panipat Central Cooperative Bank Ltd. Panipat
379,Haryana Board Corporation,Yamunanagar Central Cooperative Bank Ltd.
379,Haryana Board Corporation,Haryana Land Reclamation and Development Corporation limited
379,Haryana Board Corporation,Haryana Institute of Civil Aviation
379,Haryana Board Corporation,Haryana State Council for Child Welfare
379,Haryana Board Corporation,Sri Mata Mansa Devi Shrine Board
379,Haryana Board Corporation,Haryana Skill Development Mission
379,Haryana Board Corporation,Haryana State Roads and Bridges Development Corporation Ltd
379,Haryana Board Corporation,Haryana Seeds Devlopment Corp. Ltd.
379,Haryana Board Corporation,Sonepat Central Co operative Bank Ltd
379,Haryana Board Corporation,Bhiwani Central Coop Bank Ltd
379,Haryana Board Corporation,CONFED
379,Haryana Board Corporation,Jind Central Cooperative Bank Ltd.
379,Haryana Board Corporation,Bhiwani Central Coop Consumer Stote Ltd
379,Haryana Board Corporation,Kurukshetra Central Coop Bank Ltd
379,Haryana Board Corporation,Haryana State Cooperative Development Federation Ltd
379,Haryana Board Corporation,Haryana Roadways Engg. Corp. Ltd.
379,Haryana Board Corporation,NICDC
379,Haryana Board Corporation,Housing Board Haryana
379,Haryana Board Corporation,Rewari Central Cooperative Bank Ltd
379,Haryana Board Corporation,Rohtak Central Coop Consumer Store Ltd
379,Haryana Board Corporation,Haryana State Cooperative Labour and Construction Fedration Ltd.
379,Haryana Board Corporation,Haryana State Pollution Control Board
379,Haryana Board Corporation,HVPN Power Training Institute
379,Haryana Board Corporation,Haryana Labour Welfare Board
379,Haryana Board Corporation,Ambala Central Co Operative Bank Ltd
379,Haryana Board Corporation,Sirsa central Coop Bank Ltd
379,Haryana Board Corporation,Mahendergarh Coop Bank Ltd
379,Haryana Board Corporation,Haryana Scheduled Castes Finance and Development Corporation
379,Haryana Board Corporation,Haryana Building and Other Construction Workers Welfare Board Panchkula
379,Haryana Board Corporation,Gurugram Metro Rail Limited
379,Haryana Board Corporation,Archeology and Museums
379,Haryana Board Corporation,Haryana Kaushal Rozgar Nigam
379,Haryana Board Corporation,Mewat Development Agency
380,National Institute of Technology Hamirpur,Store Purchse Cell - NITHP
381,National Institute of Technology Puducherry,NULL
382,National Institute of Technology Silchar,NULL
383,National Institute of Technology Tiruchirappalli,Stores and Purchase section - NITT
384,National Institute of Technology Uttarakhand,Store and Purchase - NITUK
385,National Institute of Technology Warangal,Purchase and Stores Section - NIT Warangal
386,New Mangalore Port Trust,Civil Engineering Department-HQ - NMPT
386,New Mangalore Port Trust,Marine Department-HQ - NMPT
386,New Mangalore Port Trust,Administration Department-HQ- NMPT
386,New Mangalore Port Trust,Mechanical Engineering Department-HQ- NMPT
386,New Mangalore Port Trust,Finance Department-HQ - NMPT
386,New Mangalore Port Trust,Traffic Department-HQ - NMPT
387,NHPC Limited,Bihar Rural Road Project-Patna-NHPC
387,NHPC Limited,Uri Power Station-NHPC
387,NHPC Limited,Rangit Power Station-NHPC
387,NHPC Limited,Chamera-II Power Station-NHPC
387,NHPC Limited,Salal Power Station-NHPC
387,NHPC Limited,Teesta-V Power Station-NHPC
387,NHPC Limited,Tanakpur Power Station-NHPC
387,NHPC Limited,Chamera-III Power Station-NHPC
387,NHPC Limited,Dhauliganga Power Station-NHPC
387,NHPC Limited,Bairasiul Power Station-NHPC
387,NHPC Limited,Kishanganga Project-NHPC
387,NHPC Limited,Dulhasti Power Station-NHPC
387,NHPC Limited,Sewa Power Station-NHPC
387,NHPC Limited,Siliguri Region Office-NHPC
387,NHPC Limited,Dibang Multi Purpose Project-NHPC
387,NHPC Limited,Chamera Power Station-I-NHPC
387,NHPC Limited,Liaison Office-Lucknow-NHPC
387,NHPC Limited,Teesta Low Dam III Power Station-NHPC
387,NHPC Limited,Parbati II Project-NHPC
387,NHPC Limited,Parbati III Power Station-NHPC
387,NHPC Limited,Corporate Office-Faridabad-NHPC
387,NHPC Limited,Regional Office Banikhet-NHPC
387,NHPC Limited,Nimoo Bazgo Power Station-NHPC
387,NHPC Limited,Uri-II Power Station-NHPC
387,NHPC Limited,Subansiri Lower Project-NHPC
387,NHPC Limited,Loktak power station-NHPC
387,NHPC Limited,Teesta Low Dam Project Stage IV-NHPC
387,NHPC Limited,Chutak Power Station-NHPC
387,NHPC Limited,Regional Office Chandigarh-NHPC
387,NHPC Limited,Siang Integrated Unit-NHPC
387,NHPC Limited,ED Region Siang/Tawang/Dibang-NHPC
387,NHPC Limited,Sawalkote HE Project - NHPC
387,NHPC Limited,Subansiri Upper Project
387,NHPC Limited,REGH Division Ahmedabad
387,NHPC Limited,RO Jammu-NHPC
387,NHPC Limited,Teesta VI HE Project - NHPC
387,NHPC Limited,Solar Power Project - Bhubaneswar-NHPC
387,NHPC Limited,Pumped Storage Projects - Maharashtra-NHPC
388,North-Eastern Hill University (NEHU),Campus Development Dept. (CDD) -NEHU
388,North-Eastern Hill University (NEHU),Purchase and Stores Dept.-NEHU
389,Nuclear Fuel Complex,Nuclear Fuel Complex Hyderabad
389,Nuclear Fuel Complex,Nuclear Fuel Complex Pazhayakayal
389,Nuclear Fuel Complex,Nuclear Fuel Complex Kota
390,Nuclear Recycle Board,Tarapur - Operations (INRPO) - NRB
390,Nuclear Recycle Board,Tarapur - Construction - NRB
391,Numaligarh Refinery Limited,NULL
392,Petroleum and Natural Gas Regulatory Board,Authorization - PNGRB
393,Postgraduate Institute of Medical and Education and Research Chandigarh,Estate Branch (Commercial) - PGIMER Chandigarh
393,Postgraduate Institute of Medical and Education and Research Chandigarh,Engineering department - PGIMER Chandigarh
393,Postgraduate Institute of Medical and Education and Research Chandigarh,Hospital Purchase Division - PGIMER Chandigarh
393,Postgraduate Institute of Medical and Education and Research Chandigarh,Procurement Branch - PGIMER Chandigarh
393,Postgraduate Institute of Medical and Education and Research Chandigarh,Medical Superintendent - PGIMER Chandigarh
393,Postgraduate Institute of Medical and Education and Research Chandigarh,Procurement Branch  - PGIMER Chandigarh
394,President Secretariat,"Administration Section,President Secretariat"
394,President Secretariat,"Garden Section,President Secretariat"
394,President Secretariat,"Sanitary Section,President Secretariat"
394,President Secretariat,"General Administration,President Secretariat"
394,President Secretariat,"Art Section,President Secretariat"
395,Rashtriya Chemicals and Fertilizers Ltd.,"IT,RCFLTD,MCF"
396,Regional Institute of Medical Sciences,Imphal - RIMS
397,Sports Authority of India,Head Office - SAI
397,Sports Authority of India,SAI Regional Centre Lucknow
397,Sports Authority of India,SAI NSEC Kolkata
397,Sports Authority of India,SAI Regional Centre Kandivali
397,Sports Authority of India,SSAI NSSC Bangaluru
397,Sports Authority of India,SAI CRC Bhopal
397,Sports Authority of India,SAI NSNIS Patiala
397,Sports Authority of India,Lakshmibai National College of Physical Education - SAI
397,Sports Authority of India,SAI NSWC Gandhinagar
397,Sports Authority of India,SAI NERC Imphal
397,Sports Authority of India,SAI Regional Centre Guwahati
397,Sports Authority of India,SAI NRC Sonepat
397,Sports Authority of India,SAI Regional Centre Trivandrum
398,IHQ of MOD (Navy),WESTERN NAVAL COMMAND - NAVY
398,IHQ of MOD (Navy),EASTERN NAVAL COMMAND - NAVY
398,IHQ of MOD (Navy),SOUTHERN NAVAL COMMAND - NAVY
398,IHQ of MOD (Navy),INS INDIA - NAVY
398,IHQ of MOD (Navy),DIR. GENERAL OF WEAPON AND ELECTRONICS SYSTEM ENGG ESTT - NAVY
398,IHQ of MOD (Navy),DIRECTORATE OF NAVAL ARMAMENT INSPECTORATE - NAVY
398,IHQ of MOD (Navy),DIRECTORATE OF INDIGENISATION - NAVY
398,IHQ of MOD (Navy),DIRECTORATE OF PROCUREMENT - NAVY
398,IHQ of MOD (Navy),DIRECTORATE OF ELECTRICAL ENGINEERING - NAVY
399,S. V. National Institute of Technology-Surat,Estate and Store Section
400,Tamilnadu Trade Promotion Organisation,Engineering Department - TNTPO
400,Tamilnadu Trade Promotion Organisation,Administration Department - TNTPO
401,Tata Memorial Centre,Homi Bhabha Cancer Hosp and Research Centre Vizag
401,Tata Memorial Centre,ACTREC Kharghar Navi Mumbai
401,Tata Memorial Centre,Homi Bhabha Cancer Hospital and R C Mohali Punjab
401,Tata Memorial Centre,Mahamana Pt M M Malaviya Cancer Centre Varanasi
401,Tata Memorial Centre,Tata Memorial Hospital Mumbai
401,Tata Memorial Centre,Dr B Borooah Cancer Institute Guwahati
401,Tata Memorial Centre,ACTREC  Kharghar  Navi Mumbai
401,Tata Memorial Centre,Dr  B  Borooah Cancer Institute  Guwahati
401,Tata Memorial Centre,Homi Bhabha Cancer Hospital and Research Centre Muzaffarpur
402,Tezpur University,Engineering Cell - TEZU
403,THDC India Limited,STPP Khurja-THDC India Ltd
403,THDC India Limited,Tehri-THDC India Ltd
403,THDC India Limited,Corporate Office-Rishikesh-THDC India Ltd
403,THDC India Limited,TUECO Dehradun - THDC India Limited
403,THDC India Limited,TREDCO Rajasthan Limited Jaipur
403,THDC India Limited,TUSCO Limited Lucknow-THDC India Ltd
403,THDC India Limited,Amelia Coal Mine-THDC India Ltd
403,THDC India Limited,NCR Office-Kaushmbi-THDC India Ltd
404,The Fertilisers And Chemicals Travancore Ltd.,Head Office - FACT
405,Translational Health Sci. and Tech. Inst. DoBT,Head Office - THSTI
406,Tripura University,NULL
407,University of Hyderabad,University Works Department
408,Bharat Heavy Electricals Limited,BAP - Ranipet
408,Bharat Heavy Electricals Limited,BHEL Trichy
408,Bharat Heavy Electricals Limited,EPD - Bangalore
408,Bharat Heavy Electricals Limited,CFFP - Haridwar
408,Bharat Heavy Electricals Limited,HPEP - Hyderabad
408,Bharat Heavy Electricals Limited,EDN - Bangalore
408,Bharat Heavy Electricals Limited,CORPORATE R and D
408,Bharat Heavy Electricals Limited,PE - SD Hyderabad
408,Bharat Heavy Electricals Limited,PSWR
408,Bharat Heavy Electricals Limited,HEP - Bhopal
408,Bharat Heavy Electricals Limited,TP-Jhansi
408,Bharat Heavy Electricals Limited,HEEP-Haridwar
408,Bharat Heavy Electricals Limited,HPVP - Vaizag
408,Bharat Heavy Electricals Limited,HERP - Varanasi
408,Bharat Heavy Electricals Limited,PSER
408,Bharat Heavy Electricals Limited,PEM - Noida
408,Bharat Heavy Electricals Limited,PSSR
408,Bharat Heavy Electricals Limited,PSNR
408,Bharat Heavy Electricals Limited,ISG - BANGALORE
408,Bharat Heavy Electricals Limited,Corporate Office - New Delhi
408,Bharat Heavy Electricals Limited,FSIP- Jagdishpur
408,Bharat Heavy Electricals Limited,ROD
408,Bharat Heavy Electricals Limited,IVP - GOINDWAL
408,Bharat Heavy Electricals Limited,CoE - Varanasi
408,Bharat Heavy Electricals Limited,C F P - RUDRAPUR
408,Bharat Heavy Electricals Limited,TBG NOIDA
408,Bharat Heavy Electricals Limited,PC-Chennai
408,Bharat Heavy Electricals Limited,Central Procurement Cell
408,Bharat Heavy Electricals Limited,Industry Sector
408,Bharat Heavy Electricals Limited,Unified Procurement Cell (UPC)
408,Bharat Heavy Electricals Limited,C F P -  RUDRAPUR
409,Indian Air Force,HQ MC NAGPUR - IAF
409,Indian Air Force,HQ CAC ALLAHABAD - IAF
409,Indian Air Force,AF STN NEW DELHI - IAF
409,Indian Air Force,AOM NEW DELHI - IAF
409,Indian Air Force,HQ EAC SHILLONG - IAF
409,Indian Air Force,HQ TCHQ TC BANGALORE - IAF
409,Indian Air Force,HQ WAC NEW DELHI - IAF
409,Indian Air Force,VCAS NEW DELHI - IAF
409,Indian Air Force,HQ SWAC GANDHI NAGAR - IAF
409,Indian Air Force,AOA NEW DELHI - IAF
409,Indian Air Force,HQ SAC TRIVANDRUM - IAF
409,Indian Air Force,HQ  WAC NEW DELHI - IAF
409,Indian Air Force,DCAS NEW DELHI - IAF
410,Indian Coast Guard,CG Commander Western SeaBoard
410,Indian Coast Guard,CG Commander Eastern SeaBoard
410,Indian Coast Guard,RHQs (A and N)
410,Indian Coast Guard,ICG Headquarters
411,Odisha State Agricultural Marketing Board,RMC Attabira
411,Odisha State Agricultural Marketing Board,RMC Jatani
411,Odisha State Agricultural Marketing Board,RMC Nawarangpur
411,Odisha State Agricultural Marketing Board,RMC Kendupatna
411,Odisha State Agricultural Marketing Board,RMC Kendrapara
411,Odisha State Agricultural Marketing Board,RMC Mukhiguda
411,Odisha State Agricultural Marketing Board,RMC Bargarh
411,Odisha State Agricultural Marketing Board,RMC Padampur
411,Odisha State Agricultural Marketing Board,RMC Kamakhyanagar
411,Odisha State Agricultural Marketing Board,RMC Bhawanipatna
411,Odisha State Agricultural Marketing Board,RMC Narsinghpur
411,Odisha State Agricultural Marketing Board,RMC Gunupur
411,Odisha State Agricultural Marketing Board,RMC Banki
411,Odisha State Agricultural Marketing Board,RMC Jagatsinghpur
411,Odisha State Agricultural Marketing Board,RMC Kesinga
411,Odisha State Agricultural Marketing Board,RMC Junagarh
411,Odisha State Agricultural Marketing Board,Regulated Market Committee Sambalpur
411,Odisha State Agricultural Marketing Board,RMC Karanjia
411,Odisha State Agricultural Marketing Board,RMC Malkangir
411,Odisha State Agricultural Marketing Board,RMC Rahama
411,Odisha State Agricultural Marketing Board,RMC Patnagarh
411,Odisha State Agricultural Marketing Board,RMC Khariarroad
411,Odisha State Agricultural Marketing Board,RMC Bhadrak
411,Odisha State Agricultural Marketing Board,RMC Boudh
411,Odisha State Agricultural Marketing Board,RMC Baripada
411,Odisha State Agricultural Marketing Board,RMC Champua
411,Odisha State Agricultural Marketing Board,RMC Jeypur
411,Odisha State Agricultural Marketing Board,RMC Bolangir
411,Odisha State Agricultural Marketing Board,RMC Bahadajhola
411,Odisha State Agricultural Marketing Board,RMC Kantabanji
411,Odisha State Agricultural Marketing Board,RMC Chandbali
412,Haryana Government,Panchayati Raj Haryana
412,Haryana Government,Engineer-in-Chief PW(B and R) Department
412,Haryana Government,Engineer- in- Chief PHED Panchkula
412,Haryana Government,Women and Child Development Department
412,Haryana Government,Urban Local Bodies
412,Haryana Government,Irrigation JLN WS Circle Narnaul
412,Haryana Government,Irrigation LWS Circle Bhiwani
412,Haryana Government,MAHARSHI DAYANAND UNIVERSITY Rohtak
412,Haryana Government,Sports Haryana
412,Haryana Government,Irrigation BWS Circle No. 1 Hissar
412,Haryana Government,Irrigation YWS Circle Karnal
412,Haryana Government,GMDA
412,Haryana Government,Maharaja Agrasen Medical College
412,Haryana Government,Town and Country Plaining Department
412,Haryana Government,Irrigation YWS Circle Faridabad
412,Haryana Government,Chaudhary Charan Singh Haryana Agricultural University
412,Haryana Government,Supplies and Disposal
412,Haryana Government,GJUS and T Hisar
412,Haryana Government,Health
412,Haryana Government,Irrigation YWS Circle Rohtak
412,Haryana Government,Irrigation SYL WS Circle Ambala
412,Haryana Government,FMDA
412,Haryana Government,Irrigation and WR Department Fatehabad
412,Haryana Government,Irrigation YWS Circle Sonipat
412,Haryana Government,LUVAS
412,Haryana Government,Haryana Staff Selection Commission
412,Haryana Government,Irrigation BWS Circle Kaithal
412,Haryana Government,PCCF Wildlife
412,Haryana Government,PCCF Office
412,Haryana Government,Irrigation BWS Circle Sirsa
412,Haryana Government,Irrigation YWS Circle Jind
412,Haryana Government,Chaudhary Ranbir Singh University Jind
412,Haryana Government,Development and Panchayat Haryana
412,Haryana Government,YMCA University Faridabad
412,Haryana Government,Irrigation YWS Circle Bhiwani
412,Haryana Government,Civil Aviation Department
412,Haryana Government,Department of Haryana Agriculture
412,Haryana Government,Irrigation JWS Circle Jhajjar
412,Haryana Government,Directorate Fisheries Haryana
412,Haryana Government,PklMDA
412,Haryana Government,Art and Culture Affairs Department
412,Haryana Government,Irrigation YWS Circle Delhi
412,Haryana Government,LCSUPVA Rohtak
412,Haryana Government,Printing and Stationery Department
412,Haryana Government,Haryana Transport
412,Haryana Government,SHKM Govt Medical College Nuh
412,Haryana Government,Board of Directors SPV Karnal
412,Haryana Government,Irrigation Workshop Circle Karnal
412,Haryana Government,Agriculture and Farmers Welfare Department
412,Haryana Government,BPSMV Khanpur Kalan Sonepat
412,Haryana Government,Irrigation Construction Circle Hisar
412,Haryana Government,Gurugram University
412,Haryana Government,Irrigation JLN WS Circle Rewari
412,Haryana Government,Faridabad Smart City
412,Haryana Government,Technical Education
412,Haryana Government,Kalpana Chawla Govt Medical College Karnal
412,Haryana Government,Irrigation HKB Circle Jagadhari
412,Haryana Government,Kurukshetra University
412,Haryana Government,Shri Vishwakarma Skill University
412,Haryana Government,Directorate of Medical Education and Research
412,Haryana Government,Maharana Pratap Horticultural University
412,Haryana Government,BPS Govt Medical College Women Sonepat
412,Haryana Government,Horticulture Haryana
412,Haryana Government,Education
412,Haryana Government,PGIMS Rohtak
412,Haryana Government,Chaudhary Devi Lal University Sirsa
412,Haryana Government,Department of Information and Public Relations
