id,Organisation,Department
5490,"All India Institute of Medical Sciences, Raebareli",NULL
5491,Indian Institute Of Technology Ropar,NULL
5492,Indian Institute Of Technology Jammu,NULL
5493,Indian Institute of Technology Palakkad,NULL
5494,Indian Institute of Technology Tirupati,NULL
5495,Indian Institute Of Technology Kanpur,Department of Cognitive Science
5495,Indian Institute Of Technology Kanpur,Department of Civil Engineering
5495,Indian Institute Of Technology Kanpur,Department of Biological Sciences and Bioengineering
5495,Indian Institute Of Technology Kanpur,Department of Economic Sciences
5495,Indian Institute Of Technology Kanpur,Department of Electrical Engineering
5495,Indian Institute Of Technology Kanpur,Department of Chemistry
5495,Indian Institute Of Technology Kanpur,Advanced Centre for Materials Science (ACMS)
5495,Indian Institute Of Technology Kanpur,DORA
5495,Indian Institute Of Technology Kanpur,Central Store & Purchase
5495,Indian Institute Of Technology Kanpur,Department of Chemical Engineering
5495,Indian Institute Of Technology Kanpur,Department of Sustainable Energy Engineering
5495,Indian Institute Of Technology Kanpur,Physical Education Section
5495,Indian Institute Of Technology Kanpur,Centre for Continuing Education
5495,Indian Institute Of Technology Kanpur,Department of SPASE
5495,Indian Institute Of Technology Kanpur,Department of Biological Sciences & Bioengineering
5495,Indian Institute Of Technology Kanpur,Computer Centre
5495,Indian Institute Of Technology Kanpur,Department of Aerospace Engineering
5495,Indian Institute Of Technology Kanpur,National Centre for Flexible Electronics
5495,Indian Institute Of Technology Kanpur,Department of Physics
5495,Indian Institute Of Technology Kanpur,DOSA
5495,Indian Institute Of Technology Kanpur,Central Experimental Animal Facility
5495,Indian Institute Of Technology Kanpur,National Wind Tunnel Facility
5495,Indian Institute Of Technology Kanpur,Department of Material science and Engineering
5495,Indian Institute Of Technology Kanpur,GSMST
5495,Indian Institute Of Technology Kanpur,Centre for Environmental Science and Engineering
5495,Indian Institute Of Technology Kanpur,Department of Mechanical Engineering
5495,Indian Institute Of Technology Kanpur,Store & Purchase Section
5495,Indian Institute Of Technology Kanpur,"FIRST, SIIC Centre"
5495,Indian Institute Of Technology Kanpur,Digital Infrastructure and Automation (DDIA)
5495,Indian Institute Of Technology Kanpur,Department of Advanced Centre for Materials Science
5495,Indian Institute Of Technology Kanpur,Department of Material Science & Engineering
5495,Indian Institute Of Technology Kanpur,Department of Design
5495,Indian Institute Of Technology Kanpur,Office of Digital Learning
5495,Indian Institute Of Technology Kanpur,Department of S.P.A.S.E
5495,Indian Institute Of Technology Kanpur,MT Section
5495,Indian Institute Of Technology Kanpur,Department of Earth Sciences
5495,Indian Institute Of Technology Kanpur,Central Store & Purchase Section
5495,Indian Institute Of Technology Kanpur,IPR Cell
5495,Indian Institute Of Technology Kanpur,Centre For Laser and Photonics
5495,Indian Institute Of Technology Kanpur,Department of Materials Science and Engineering
5495,Indian Institute Of Technology Kanpur,New Office Automation
5495,Indian Institute Of Technology Kanpur,"Department of Space, Planetary & Astronomical Sciences & Engineering (SPASE)"
5495,Indian Institute Of Technology Kanpur,Medtech Lab
5495,Indian Institute Of Technology Kanpur,SIDBI Incubation And Innovation Centre
5495,Indian Institute Of Technology Kanpur,IWD
5495,Indian Institute Of Technology Kanpur,GSMT
5495,Indian Institute Of Technology Kanpur,Dean of Digital Infrastructure and Automation
5495,Indian Institute Of Technology Kanpur,Telephone Unit
5495,Indian Institute Of Technology Kanpur,Dean Student Affairs
5495,Indian Institute Of Technology Kanpur,Department of Computer Science and Engineering
5496,Indian Institute Of Technology Hyderabad,NULL
5497,Uttarakhand Judicial and Legal Academy (UJALA),NULL
5498,Veer Chandra Singh Garhwali Uttarakhand University of Horticulture and Forestry,NULL
5499,NATIONAL BOARD OF EXAMINATIONS,NULL
5500,Chandigarh Judicial Academy (CJA),NULL
5501,District Nirmithi Kendra,NULL
5502,North Eastern Railways,Medical
5502,North Eastern Railways,Commercial
5502,North Eastern Railways,Engg
5502,North Eastern Railways,Engineering
5502,North Eastern Railways,Stores
5502,North Eastern Railways,Mech
5502,North Eastern Railways,Engg CON
5503,Central Railways,Medical
5503,Central Railways,CE Workshop
5503,Central Railways,Commercial
5503,Central Railways,Commrecial
5503,Central Railways,Electrical
5503,Central Railways,TM Workshop
5504,East Central Railways,Commercial
5504,East Central Railways,Medical
5505,Eastern Railways,ELECTRICAL GENERAL
5505,Eastern Railways,Commercial
5505,Eastern Railways,Electrical
5505,Eastern Railways,General Administration
5506,North Central Railways,Engineering
5506,North Central Railways,Stores
5506,North Central Railways,Operating
5506,North Central Railways,Electrical
5506,North Central Railways,Mechanical
5506,North Central Railways,Commercial
5506,North Central Railways,Medical
5506,North Central Railways,Public Relation
5507,North East Frontier Railways,Commercial
5507,North East Frontier Railways,Medical
5507,North East Frontier Railways,Engineering
5507,North East Frontier Railways,Mechanical
5508,North Western Railways,COMMERCIAL
5509,Northern Railways,Commercial
5509,Northern Railways,Engineering
5509,Northern Railways,Construction
5509,Northern Railways,Mechanical
5509,Northern Railways,Public Relations
5509,Northern Railways,Medical
5509,Northern Railways,OPERATING
5509,Northern Railways,"Oak Grove School, Jharipani"
5510,South Central Railways,Commercial SC
5510,South Central Railways,Stores HQ
5510,South Central Railways,Medical dept. Nanded SCR
5510,South Central Railways,Commercial GTL
5510,South Central Railways,Commercial BZA
5510,South Central Railways,CPRO
5510,South Central Railways,Stores dept. Secunderabad division SCR
5510,South Central Railways,Commercial GNT
5510,South Central Railways,Commercial HYB
5510,South Central Railways,Medical HQ
5510,South Central Railways,Commercial dept. Nanded SCR
5511,Public Health Engineering Department (Mizoram),NULL
5512,South East Central Railways,Commercial (Raipur Div.)
5512,South East Central Railways,Commercial (Bilaspur Div.)
5512,South East Central Railways,Medical (HQ)
5512,South East Central Railways,Engineering (Construction)
5513,Southern Railways,Commercial
5513,Southern Railways,Medical
5513,Southern Railways,Personnel
5513,Southern Railways,Public_relations
5514,"Public Health Engineering Department, (Mizoram)",NULL
5515,western Railways,Commercial
5515,western Railways,Medical
5515,western Railways,Engineering (Open line)
5515,western Railways,Engineering (Construction)
5516,South Western Railways,Commercial
5516,South Western Railways,Medical
5517,"Hojai District, (Assam)",NULL
5518,NATIONAL INSTITUTE OF HEALTH AND FAMILY WELFARE (Delhi),NULL
5519,Directorate of Urban Development,NULL
5520,"Special Protection Group,Cabinet Secretariat",NULL
5521,SARDAR PATEL UNIV. OF POLICE SECURITY AND CRIMINAL JUSTICE- JODHPUR,NULL
5522,"Nagar Nigam Raigarh, Chhattisgarh",NULL
5523,Law and Judicial Department Mizoram,NULL
5524,National Council for Cement and Building Materials,NULL
5525,Technical Education Department Chhattisgarh,NULL
5526,Tourism Department Puducherry,NULL
5527,Youth Welfare and Sports Development Department Tamil Nadu,NULL
5528,"Bhopal Municipal Corporation, Madhya Pradesh",NULL
5529,Industries Department Delhi,NULL
5530,"Tarntaran Police, Punjab",NULL
5531,Higher and Technical Education Department Mizoram,NULL
5532,Commercial Tax and Excise Department Department Chhattisgarh,NULL
5533,Madhya Pradesh Public Health Services Corp. Ltd.,NULL
5534,Industries Department Himachal Pradesh,NULL
5535,Government of Mizoram (Mizoram),Mizoram State Sports Council
5535,Government of Mizoram (Mizoram),Police
5535,Government of Mizoram (Mizoram),Public Works Department
5535,Government of Mizoram (Mizoram),Agriculture
5535,Government of Mizoram (Mizoram),Directorate of Women & Child Development
5535,Government of Mizoram (Mizoram),"Environment,Forests & Climate Change"
5535,Government of Mizoram (Mizoram),Power & Electricity Department (Office of Engineer-in Chief)
5535,Government of Mizoram (Mizoram),Health & Family Welfare
5535,Government of Mizoram (Mizoram),Industries
5535,Government of Mizoram (Mizoram),Urban Development & Poverty Allevation (UD&PA)
5535,Government of Mizoram (Mizoram),Land Revenue & Settlement
5535,Government of Mizoram (Mizoram),Information & Communication Technology
5535,Government of Mizoram (Mizoram),Excise & Narcotics
5535,Government of Mizoram (Mizoram),Institutional Finance & State Lottery (IFSL)
5535,Government of Mizoram (Mizoram),Mizoram Samagra Shiksha
5535,Government of Mizoram (Mizoram),ZENICS
5535,Government of Mizoram (Mizoram),School Education
5535,Government of Mizoram (Mizoram),State Council of Educational Research & Training (SCERT)
5535,Government of Mizoram (Mizoram),Mizoram State e-Governance Society
5535,Government of Mizoram (Mizoram),Horticulture
5535,Government of Mizoram (Mizoram),Zoram Energy Development Agency (ZEDA)
5535,Government of Mizoram (Mizoram),Home Guards
5535,Government of Mizoram (Mizoram),Tourism
5535,Government of Mizoram (Mizoram),
5535,Government of Mizoram (Mizoram),Aizawl Smart City
5535,Government of Mizoram (Mizoram),"Mizoram Science, Technology & Innovation Council"
5535,Government of Mizoram (Mizoram),Town & Country Planning
5535,Government of Mizoram (Mizoram),Accounts & Treasuries
5535,Government of Mizoram (Mizoram),Mizoram Agricultural Marketing Board (MAMB)
5535,Government of Mizoram (Mizoram),"Land Resources, Soil and Water Conservation Department"
5535,Government of Mizoram (Mizoram),Commerce & Industries
5535,Government of Mizoram (Mizoram),Mizoram Youth Commission
5535,Government of Mizoram (Mizoram),Rural Development & Administration Department
5535,Government of Mizoram (Mizoram),ZIDCO
5535,Government of Mizoram (Mizoram),Forensic Science Laboratory
5536,Office of Registrar Cooperative Societies,NULL
5537,Power Department Meghalaya,NULL
5538,Transport Department Bihar,NULL
5539,Lieutenant Governors Secretariat,NULL
5540,Ahmedabad Municipal Corporation  ,Urban Development and Urban Housing Department
5541,Gujarat State Police Housing Corporation Ltd  ,Gujarat State Police Housing Corporation Ltd
5542,Roads and Buildings  ,Roads and Buildings
5543,Gujarat Narmada Valley Fertilizers & Chemicals Limited  ,Energy and Petro Chemicals Department
5544,Surat Municipal Corporation  ,Urban Development and Urban Housing Department
5545,Narmada Water Resources  ,"Narmada and Water Resources, Water Supply and Kalpsar Department"
5546,Junagadh Municipal Corporation  ,Urban Development and Urban Housing Department
5547,Project Implementation Unit  ,Project Implementation Unit
5547,Project Implementation Unit  ,Project Implementation Unit  - Surat
5547,Project Implementation Unit  ,Project Implementation Unit  Zone - 7 Tapi
5548,Dr. Babasaheb Ambedkar Open University  ,Dr. Babasaheh Ambedkar Open University
5549,Gujarat Industrial Development Corporation  ,Industry and Mines Department
5550,Nagarpalika (All Nagarpalika Gujarat)  ,Urban Development and Urban Housing Department
5551,Home Department  ,Home Department
5552,Community and Rural Development Department Meghalaya,NULL
5553,Tourism Corporation of Gujarat Limited  ,Industries and Mines Department
5554,Vadodara Mahanagar Seva Sadan  ,Urban Development and Urban Housing Department
5555,Paschim Gujarat Vij Company Limited  ,Energy And Petrochemicals Department
5556,Labour and Employment Department  ,"Labour, Skill Development and Employment Department"
5557,Sardar Sarovar Narmada Nigam Limited  ,"Narmada and Water Resources, Water Supply and Kalpsar Department"
5558,District Development Office  ,"Panchayat, Rural Housing & Rural Development Department"
5559,Dakshin Gujarat Vij Company Ltd. (DGVCL)  ,Energy And Petrochemicals Department
5560,Uttar Gujarat Vij Company Limited  ,Energy And Petrochemicals Department
5561,Jamnagar Municipal Corporation  ,Urban Development and Urban Housing Department
5562,Dairies  ,"Agriculture, Farmers Welfare and Cooperation Department"
5563,(n)Code Solutions - A Div.Of GNFC Ltd  ,IT Division
5564,Electrical Research and Development Association  ,Electrical Research and Development Association
5565,Agriculture and Co-operative Department  ,Agriculture and Co-operative Department
5566,The Agricultural Produce Market Committee  ,Agriculture & Co-operation Department
5566,The Agricultural Produce Market Committee  ,The Agricultural Produce Market Committee
5566,The Agricultural Produce Market Committee  ,Agricultural Produce Market Committee -Fatepura
5567,Rajkot Municipal Corporation  ,Urban Development & Urban Housing Department
5568,Gujarat Industries Power Company Limited  ,Energy and Petro Chemicals Department
5569,Gujarat Water Supply and Sewerage Board  ,"Narmada, Water Resources, Water Supply and Kalpsar Department"
5569,Gujarat Water Supply and Sewerage Board  ,"Narmada and Water Resources, Water Supply and Kalpsar Department"
5570,GSPC Pipavav Power Company Ltd.  ,Energy & Petrochemicals Department
5571,Gujarat State Electricity Corporation Limited  ,Energy And Petrochemicals Department
5572,Socio Economical Transformation And Upliftment Society  ,Energy and Petro Chemicals Department
5573,Agriculture University  ,Agriculture and Co-operative Department
5574,Gujarat Maritime Board  ,Ports and Transport
5575,Gujarat Council of Science City  ,Department of Science & Technology
5576,The Maharaja Sayajirao University Of Baroda  ,The Maharaja Sayajirao University Of Baroda
5577,Gujarat Energy Transmission Corporation Limited  ,Gujarat Energy Transmission Corporation Limited
5578,Gujarat Council of School Education  ,Education Department
5579,Hindustan Salts Limited,Sambhar Salts Limited-Rajasthan - HSL
5580,Gujarat Urban Development Company Ltd  ,Urban Development & Urban Housing Department
5581,Gujarat Pavitra Yatradham Vikas Board  ,Industries and Mines
5582,Ahmedabad Urban Development Authority (AUDA)  ,Urban Development and Urban Housing Department
5583,Gujarat Metro Rail Corporation (GMRC) Ltd.  ,Urban Development & Urban Housing Development
5584,"Sports, Youth and Cultural Activities Department  ","Sports, Youth and Cultural Activities Department"
5585,Water and Sanitation Management Organization  ,"Narmada and Water Resources, Water Supply and Kalpsar Department"
5586,Gandhinagar Municipal Corporation  ,Urban Development & Urban Housing Department
5587,Gujarat Fibre Grid Network Limited  ,Science and Technology Department
5588,Madhya Gujarat Vij Company Limited  ,Energy And Petrochemicals Department
5589,Statue of Unity Area Development and Tourism Governance Authority  ,Urban Development and Urban Housing Department
5590,Gujarat State Warehousing Corporation   ,Agriculture & Co-operation Department
5591,Bhavnagar Municipal Corporation  ,Urban Development and Urban Housing Department
5592,Civil Aviation Department (Govt. of Gujarat)  ,Civil Aviation Department
5593,Surat Urban Development Authority  ,Urban Development and Urban Housing Department
5594,Veer Narmad South Gujarat University  ,Veer Narmad South Gujarat University
5595,Gujarat Water Resources Development Corporation Ltd  ,"Narmada and Water Resources, Water Supply and Kalpsar Department"
5596,Gujarat State Watershed Management Agency  ,Gujarat State Watershed Management Agency
5598,Veterinary and Animal Husbandry Department,NULL
5599,State Transport Authority (Odisha),NULL
5600,Vadodara Gas Limited  ,Energy And Petrochemicals Department
5601,BSNL Telephones (Chennai),NULL
5602,Gujarat State Energy Generation Ltd  ,Energy And Petrochemicals Department
5603,U N Mehta Institute of Cardiology and Research Centre  ,Health & Family Welfare Department
5604,Capital Region Urban Transport,Procurement Department
5605,Maharashtra Real Estate Regulatory Authority Mumbai,Maharashtra Real Estate Appellate Tribunal Mumbai
5606,MINORITY AFFAIRS AND MADRASAH EDUCATION DEPARTMENT,WEST BENGAL STATE HAJ COMMITTEE
5607,Uttar Pradesh Education For All Project Board,BSA Varanasi
5608,Central Secretariat Library,NULL
5609,government of rajasthan (Rajasthan),Rajasthan State Industrial Development and Investment Corporation(RIICO)
5609,government of rajasthan (Rajasthan),Industries - Rajasthan Small Industries Corporation Ltd.
5609,government of rajasthan (Rajasthan),"Commissioner Industries, Commerce & CSR"
5609,government of rajasthan (Rajasthan),Rajasthan Financial Corporation(RFC)
5609,government of rajasthan (Rajasthan),Rajasthan Khadi & Gram Udhyog Board
5609,government of rajasthan (Rajasthan),Rajasthan State Industrial Development and Investment Corporation Limited (RIICO)
5609,government of rajasthan (Rajasthan),Rural Non Farm Development Agency(RUDA)
5610,government of rajasthan (Rajasthan),NULL
5611,Gujarat Cancer & Research Institute  ,Gujarat Cancer & Research Institute
5612,government of rajasthan (Rajasthan),NULL
5613,government of rajasthan (Rajasthan),NULL
5614,government of rajasthan (Rajasthan),NULL
5615,district court ajmer (Rajasthan),NULL
5616,district court ajmer (Rajasthan),NULL
5617,district court alwar (Rajasthan),NULL
5618,district court alwar (Rajasthan),NULL
5619,district court alwar (Rajasthan),NULL
5620,district court banswara (Rajasthan),NULL
5621,district court balotra (Rajasthan),NULL
5622,district court baran (Rajasthan),NULL
5623,district court bharatpur (Rajasthan),NULL
5624,district court bhilwara (Rajasthan),NULL
5625,district court bikaner (Rajasthan),NULL
5626,district court bundi (Rajasthan),NULL
5627,district court chittorgarh (Rajasthan),NULL
5628,district court churu (Rajasthan),NULL
5629,district court dausa (Rajasthan),NULL
5630,district court hanumangarh (Rajasthan),NULL
5631,district court jaipur (Rajasthan),NULL
5632,district court jhunjhunu (Rajasthan),NULL
5633,district court jodhpur (Rajasthan),NULL
5634,district court pratapgarh (Rajasthan),NULL
5635,Jaipur Vidyut Vitran Nigam Limited (Rajasthan),NULL
5636,HCM Rajasthan State Institute of Public Administration (Rajasthan),NULL
5637,"Rajasthan University of Veterinary and Animal Sciences, Bikaner (Rajasthan)",NULL
5638,UPRRDA,CE-RES
5638,UPRRDA,CE-PWD
5639,National Institute of Mental Health and Neuro Sciences,Hospital Staff Section - NIMHANS
5640,Zoological Survey of India,MBRC Chennai-Tamilnaddu - ZSI
5640,Zoological Survey of India,HQ-Kolkata - ZSI
5641,Sugar Factories (Gujarat)  ,Sugar Factories (Gujarat)
5641,Sugar Factories (Gujarat)  ,"Agriculture, Farmers Welfare and Co-operation Department"
5642,Gujarat Rural Housing Board  ,"Panchayat, Rural Housing & Rural Development Department"
5643,Rajkot Urban Development Authority  ,Urban Development and Urban Housing Department
5644,Education Department  ,Education Department
5644,Education Department  ,District Education Office - Valsad
5645,Department of Science & Technology  ,Department of Science & Technology
5645,Department of Science & Technology  ,Department of Science and Technology
5646,Forests and Environment Department  ,Forests and Environment Department
5646,Forests and Environment Department  ,Dy. Conservator of Forests - Porbandar
5646,Forests and Environment Department  ,"	Forests and Environment Department"
5647,Gandhinagar Urban Development Authority  ,Urban Development and Urban Housing Department
5648,Jamnagar Area Development Authority  ,Urban Development and Urban Housing Department
5649,Ahmedabad Municipal Transport Service  ,Urban Development and Urban Housing Department
5650,District Council Affairs Department Meghalaya,NULL
5651,Yamuna Nagar,NULL
5652,Public Works Department Kerala,NULL
5653,General Administration Department Delhi,NULL
5654,Orissa Legislative Assembly,NULL
5655,Ground Water Department Uttar Pradesh,NULL
5656,Labour and Employment Department Manipur,NULL
5657,Home Guards and Civil Defence Department Haryana,NULL
5658,National Law University Odisha,NULL
5659,tourism and civil aviation department (Chandigarh),NULL
5660,bathinda (Punjab),NULL
5661,Cooperative Banks (Gujarat)  ,Cooperative Banks (Gujarat)
5661,Cooperative Banks (Gujarat)  ,Shri Rajkot District Co-Operative Bank Ltd
5661,Cooperative Banks (Gujarat)  ,Cooperative Banks (Gujarat)
5661,Cooperative Banks (Gujarat)  ,Rajkot Nagarik Sahakari Bank Ltd.
5662,almora (Uttarakhand),NULL
5663,Raj Bhawan (Uttarakhand),NULL
5664,sri muktsar sahib (Punjab),NULL
5665,ludhiana (Punjab),NULL
5666,amritsar (Punjab),NULL
5667,UNA (Himachal Pradesh),NULL
5668,Labour Employment Training and Factories Department Telangana,NULL
5669,Administrative Reforms Inspections Trainings & Grievances Department Jammu and Kashmir,NULL
5670,Information Technology Department Puducherry,NULL
5671,Delhi Fire Service,Wireless Store
5671,Delhi Fire Service,General Store
5671,Delhi Fire Service,Workshop Store
5672,CE RW I,RWCIRCLE-KEONJHAR
5672,CE RW I,RWCIRCLE-BERHAMPUR
5672,CE RW I,RWCIRCLE-BHUBANESWAR
5672,CE RW I,RWCIRCLE-ANGUL
5672,CE RW I,RWCIRCLE-SUNABEDA
5672,CE RW I,RWCIRCLE-CUTTACK
5672,CE RW I,RWCIRCLE-BARIPADA
5672,CE RW I,RWCIRCLE-KENDRAPARA
5672,CE RW I,RWCIRCLE-SUNDARGARH
5672,CE RW I,RWCIRCLE-BALASORE
5672,CE RW I,RWCIRCLE-SAMBALPUR
5672,CE RW I,RWCIRCLE-BALANGIR
5672,CE RW I,RWCIRCLE-BHAWANIPATNA
5672,CE RW I,RW Circle Rayagada
5673,CE-RD-AR,Itanagar Circle
5673,CE-RD-AR,Rupa Circle
5673,CE-RD-AR,Miao Circle
5673,CE-RD-AR,Pasighat Circle
5674,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE SC AND CE CHENNAI ZONE - MES
5675,District Rudraprayag (Uttarakhand),NULL
5676,ICAR-Indian Institute of Soil & Water Conservation,NULL
5677,Himachal Pradesh Institute of Public Administration,NULL
5678,Indian Institute of Information Technology (IIIT) Una (Himachal Pradesh),NULL
5679,Government of Bihar,Bihar State Milk Cooperative Federation Limited
5679,Government of Bihar,Minor Water Resources Department
5679,Government of Bihar,Public Health Engineering Department
5679,Government of Bihar,MINES & Geology Department
5679,Government of Bihar,"Prisons And Correctional Services, Home Department (PRISONS)"
5679,Government of Bihar,Bihar State Building Construction Corporation Ltd
5679,Government of Bihar,Infrastructure Development Authority
5679,Government of Bihar,Department of Science and Technology
5679,Government of Bihar,Indira Gandhi Institute Of Medical Sciences
5679,Government of Bihar,Bihar School Examination Board
5679,Government of Bihar,Building Construction Department
5679,Government of Bihar,"Local Area Engineering Organization, Planning & Development Department"
5679,Government of Bihar,Bihar State Power Holding Company Ltd.
5679,Government of Bihar,Urban Development and Housing Department
5679,Government of Bihar,Water Resources Department
5679,Government of Bihar,EDUCATION DEPARTMENT
5679,Government of Bihar,Bihar Industrial Area Development Authority
5679,Government of Bihar,Bihar State Hydroelectric Power Corporation Limited
5679,Government of Bihar,Road Construction Department
5679,Government of Bihar,Bihar State Food and Civil Supplies Corporation Limited
5679,Government of Bihar,Bihar Forestry Development Corporation Limited
5679,Government of Bihar,Bihar Institute of Public Administration and Rural Development (BIPARD)
5679,Government of Bihar,"BIHAR AGRICULTURAL UNIVERSITY SABOUR, BHAGALPUR"
5679,Government of Bihar,Bihar State Electronic Development Corporation
5679,Government of Bihar,State Health Society Bihar
5679,Government of Bihar,Bihar Rajya Beej Nigam limited
5679,Government of Bihar,Bihar State Tourism Development Corporation
5679,Government of Bihar,Bihar Rajya Pul Nirman Nigam Limited
5679,Government of Bihar,Bihar State Power Transmission Company Limited
5679,Government of Bihar,Information & Public Relations Department
5679,Government of Bihar,Bihar Medical Services and Infrastructure Corporation Limited
5679,Government of Bihar,South Bihar Power Distribution Company Limited
5679,Government of Bihar,Transport Department
5679,Government of Bihar,NORTH BIHAR POWER DISTRIBUTION COMPANY LIMITED
5679,Government of Bihar,Patna Smart City Limited
5679,Government of Bihar,Bihar State Educational Infrastructure Development Corporation Limited
5679,Government of Bihar,Patna Municipal Corporation
5679,Government of Bihar,Animal And Fisheries Resources Department
5679,Government of Bihar,Bihar State Power Generation Company Limited
5679,Government of Bihar,Panchayati Raj Department
5679,Government of Bihar,Bihar State Vegetable Processing & Marketing Cooperative Federation Ltd.
5679,Government of Bihar,Vikramshila Dugdh Utpadak Sahkari Sangh Limited
5679,Government of Bihar,"Environment, Forest & Climate Change Department"
5679,Government of Bihar,Prohibition Excise & Registration Department (Prohibition)
5679,Government of Bihar,Bihar Urban Infrastructure Development Corporation Ltd.
5679,Government of Bihar,BIHAR STATE ROAD DEVELOPMENT CORPORATION LIMITED
5679,Government of Bihar,Bihar State Education Finance Corporation Limited
5679,Government of Bihar,Bihar Renewable Energy Development Agency
5679,Government of Bihar,Tirhut Dugdh Utpadak Sahkari Sangh Limited
5679,Government of Bihar,Labour Resources Department
5679,Government of Bihar,Patna Metro Rail Corporation Limited
5679,Government of Bihar,Patliputra Bus Terminal (ISBT) Society Patna
5679,Government of Bihar,"BOARD OF REVENUE, BIHAR, PATNA"
5679,Government of Bihar,Revenue and Land Reforms Department
5679,Government of Bihar,"Bihar Gram Swaraj Yojna Society - SPRC (Panchayati Raj Department, Govt. of Bihar)"
5679,Government of Bihar,Bihar Police Building Construction Corporation
5679,Government of Bihar,Directorate of Horticulture
5679,Government of Bihar,Bihar State Text Book Publishing Corporation Limited
5679,Government of Bihar,Shahabad Dugdh Utpadak Sahkari Sangh Limited
5679,Government of Bihar,Chanakya National Law University
5679,Government of Bihar,"BIHAR PUBLIC SERVICE COMMISSION, PATNA"
5679,Government of Bihar,Department of Industries
5679,Government of Bihar,Vaishal Patliputra Dugdh Utpadak Sahkari Sangh Ltd
5679,Government of Bihar,"STATE COUNCIL OF EDUCATION RESEARCH & TRAINING, BIHAR"
5679,Government of Bihar,BIHAR POLICE HEADQUARTER
5679,Government of Bihar,"Art, Culture and Youth Department"
5679,Government of Bihar,Bihar Swasthya Suraksha Samiti
5679,Government of Bihar,MITHILA DUGDH UTPADAK SAHKARI SANGH LTD.
5679,Government of Bihar,"KOSI DUGDH UTPADAK SAHKARI SANGH LIMITED, SUPAUL"
5679,Government of Bihar,Bihar Education Project Council
5679,Government of Bihar,Bihar State Housing Board
5679,Government of Bihar,Deshratna Dr. Rajendra Prasad Dugdh Utpadak Sahkari Sangh Limited
5679,Government of Bihar,Bihar State Mining Corporation Ltd.
5679,Government of Bihar,Planning and Development Department
5679,Government of Bihar,Government Ayurvedic College Hospital
5679,Government of Bihar,UPENDRA MAHARATHI SHILP ANUSANDHAN SANSTHAN
5679,Government of Bihar,Bihar State Warehousing Corporation
5679,Government of Bihar,"State Pharmacy of Ayurvedic and Unani Medicine, Bihar Patna"
5679,Government of Bihar,Bihar Rural Livelihoods Promotion Society
5679,Government of Bihar,The Bihar State Cooperative Bank Ltd
5679,Government of Bihar,Department of Sports
5679,Government of Bihar,COOPERATIVE DEPARTMENT
5679,Government of Bihar,"Prohibition, Excise and Registration Department"
5679,Government of Bihar,Finance Department
5679,Government of Bihar,Bihar Mahadalit Vikas Mission
5679,Government of Bihar,Bihar Rural Development Society
5679,Government of Bihar,BIHAR STATE SEED AND ORGANIC CERTIFICATION AGENCY
5679,Government of Bihar,WOMEN DEVELOPMENT CORPORATION
5679,Government of Bihar,Bihar State Pollution Control Board
5679,Government of Bihar,"Patna Collectorate, Patna"
5679,Government of Bihar,General Administration Department
5679,Government of Bihar,"Bc & EBC Welfare, Bihar , Patna"
5679,Government of Bihar,Election Department
5679,Government of Bihar,"BIHAR STATE MADRASA EDUCATION BOARD, PATNA"
5679,Government of Bihar,Bihar State Minorities Financial Corporation Limited
5679,Government of Bihar,"STATE AYUSH SOCIETY, BIHAR"
5679,Government of Bihar,"Bihar Staff Selection Commission, Patna"
5679,Government of Bihar,Sugarcane Industries Department
5679,Government of Bihar,Department of Information Technology
5679,Government of Bihar,Bihar Animal Sciences University
5679,Government of Bihar,"State Society for Ultra Poor and Social Welfare, Bihar"
5679,Government of Bihar,Department Of Social Welfare
5679,Government of Bihar,DIRECTORATE OF SOCIAL WELFARE
5679,Government of Bihar,Food & Consumer Protection Department
5679,Government of Bihar,"District Rural Development Agency, KAIMUR"
5679,Government of Bihar,Rural Development Department
5679,Government of Bihar,"Bihar Sports University, Rajgir"
5679,Government of Bihar,State Child Protection Society
5679,Government of Bihar,ICDS Directorate (Social Welfare Department)
5679,Government of Bihar,Pradhan Mantri Poshan Shakti Nirman Yogna (BRMBYS)
5679,Government of Bihar,"Real Estate Regulatory Authority, Bihar"
5679,Government of Bihar,Magadh Dugdh Utpadak Sahkari Sangh Limited
5679,Government of Bihar,Department of Agriculture
5679,Government of Bihar,BIHAR CANCER CARE AND RESEARCH SOCIETY
5679,Government of Bihar,Bihar Technical Service Commission
5679,Government of Bihar,Bihar Prashasnik Sudhar Mission Society
5679,Government of Bihar,Directorate of Social Security
5679,Government of Bihar,District Health Society
5679,Government of Bihar,"YOUTH, EMPLOYMENT AND SKILL DEVELOPMENT DEPARTMENT"
5679,Government of Bihar,LABOUR RESOURCES AND MIGRANT WORKERS WELFARE DEPARTMENT
5680,Himachal Pradesh General Industries Corporation Ltd.,NULL
5681,Sainik School Sujanpur Tira (Himachal Pradesh),NULL
5682,Law Justice and Legislative Affairs Department Delhi,NULL
5683,Women and Child Development Department Rajasthan,NULL
5684,Office of the Principal Scientific Adviser,NA
5685,Ministry of Parliamentary Affairs,NA
5686,Sikkim Power Development Corporation Limited,NULL
5687,Department of Delhi Archives,NULL
5688,Co-operation Food and Consumer Protection Department Tamil Nadu,NULL
5689,State Electricity Regulatory Commission,NULL
5690,Public Enterprises Department Odisha,NULL
5691,Forest and Environment Department (Sikkim),NULL
